benchmark,method,alpha,flagged_median,flagged_iqr_lo,flagged_iqr_hi,realised_risk_median,flagged_per_protein,calibration_credit,n_splits
Binding,DisEMBL-dis465,0.2,0.8193,0.7772,0.8480,0.1365,0.8040,-0.0153,12
Binding,DisEMBL-dis465,0.1,0.9342,0.9170,0.9457,0.0376,0.9070,-0.0272,12
Binding,DisEMBL-dis465,0.05,0.9808,0.9764,0.9827,0.0053,0.9720,-0.0088,12
Binding,DisEMBL-disHL,0.2,0.7784,0.7518,0.8228,0.1704,0.7850,0.0066,12
Binding,DisEMBL-disHL,0.1,0.9205,0.9114,0.9367,0.0694,0.9150,-0.0055,12
Binding,DisEMBL-disHL,0.05,0.9842,0.9829,0.9894,0.0107,0.9840,-0.0002,12
Binding,DisPredict2,0.2,0.8226,0.7935,0.8318,0.1570,0.8010,-0.0216,12
Binding,DisPredict2,0.1,0.9267,0.9054,0.9476,0.0729,0.9160,-0.0107,12
Binding,DisPredict2,0.05,0.9822,0.9350,0.9891,0.0130,0.9780,-0.0042,12
Binding,DisoMine,0.2,0.6415,0.5929,0.6850,0.1709,0.7040,0.0625,12
Binding,DisoMine,0.1,0.9304,0.8026,0.9417,0.0312,0.8980,-0.0324,12
Binding,DisoMine,0.05,0.9620,0.9580,0.9800,0.0140,0.9840,0.0220,12
Binding,DisoRDPbind-dna,0.2,0.8657,0.8131,0.8982,0.1372,0.8530,-0.0127,12
Binding,DisoRDPbind-dna,0.1,0.9323,0.9024,0.9772,0.0734,0.9460,0.0137,12
Binding,DisoRDPbind-dna,0.05,0.9951,0.9540,0.9982,0.0089,0.9840,-0.0111,12
Binding,DisoRDPbind-prot,0.2,0.6815,0.6460,0.7691,0.1450,0.7470,0.0655,12
Binding,DisoRDPbind-prot,0.1,0.9486,0.9200,0.9679,0.0490,0.8640,-0.0846,12
Binding,DisoRDPbind-prot,0.05,0.9883,0.9858,0.9945,0.0160,0.9540,-0.0343,12
Binding,DisoRDPbind-rna,0.2,0.9067,0.9010,0.9236,0.1797,0.8980,-0.0087,12
Binding,DisoRDPbind-rna,0.1,0.9645,0.9610,0.9858,0.0573,0.9580,-0.0065,12
Binding,DisoRDPbind-rna,0.05,0.9856,0.9817,1.0000,0.0371,0.9930,0.0074,12
Binding,DisorderUnetLM,0.2,0.5683,0.5100,0.5811,0.1677,0.5230,-0.0453,12
Binding,DisorderUnetLM,0.1,0.6451,0.5727,0.6890,0.0680,0.7970,0.1519,12
Binding,DisorderUnetLM,0.05,0.7339,0.6858,0.9102,0.0460,0.9660,0.2321,12
Binding,ENSHROUD-all,0.2,0.6327,0.5624,0.6906,0.1748,0.6440,0.0113,12
Binding,ENSHROUD-all,0.1,0.8547,0.7811,0.9259,0.0616,0.8500,-0.0047,12
Binding,ENSHROUD-all,0.05,0.9868,0.9704,0.9919,0.0000,0.9770,-0.0098,12
Binding,ENSHROUD-nucleic,0.2,0.6996,0.6370,0.7196,0.1233,0.7540,0.0544,12
Binding,ENSHROUD-nucleic,0.1,0.8368,0.8184,0.8899,0.0353,0.8700,0.0332,12
Binding,ENSHROUD-nucleic,0.05,0.9842,0.9836,0.9885,0.0044,0.9660,-0.0182,12
Binding,ENSHROUD-protein,0.2,0.6248,0.5351,0.6501,0.1463,0.6100,-0.0148,12
Binding,ENSHROUD-protein,0.1,0.7619,0.6585,0.8691,0.0539,0.8480,0.0861,12
Binding,ENSHROUD-protein,0.05,0.9738,0.9633,0.9812,0.0044,0.9750,0.0012,12
Binding,ESpritz-D,0.2,0.7260,0.5983,0.7915,0.1273,0.7270,0.0010,12
Binding,ESpritz-D,0.1,0.8487,0.8270,0.8819,0.0590,0.8780,0.0293,12
Binding,ESpritz-D,0.05,0.9904,0.9665,0.9935,0.0000,0.9860,-0.0044,12
Binding,ESpritz-N,0.2,0.6995,0.6510,0.7304,0.1309,0.7310,0.0315,12
Binding,ESpritz-N,0.1,0.8698,0.7872,0.8903,0.0319,0.9040,0.0342,12
Binding,ESpritz-N,0.05,0.9860,0.9175,0.9951,0.0094,0.9830,-0.0030,12
Binding,ESpritz-X,0.2,0.7195,0.6647,0.7642,0.1285,0.8100,0.0905,12
Binding,ESpritz-X,0.1,0.8909,0.8748,0.8992,0.0287,0.9210,0.0301,12
Binding,ESpritz-X,0.05,0.9745,0.9673,0.9783,0.0030,0.9840,0.0095,12
Binding,IPA-All-bind,0.2,0.6790,0.6382,0.7047,0.1244,0.6710,-0.0080,12
Binding,IPA-All-bind,0.1,0.8673,0.8106,0.8814,0.0297,0.8620,-0.0053,12
Binding,IPA-All-bind,0.05,0.9903,0.9698,0.9908,0.0000,0.9340,-0.0563,12
Binding,IPA-Nucleotide-bind,0.2,0.6813,0.6655,0.7282,0.1362,0.8420,0.1607,12
Binding,IPA-Nucleotide-bind,0.1,0.8709,0.7676,0.8975,0.0278,0.9360,0.0651,12
Binding,IPA-Nucleotide-bind,0.05,0.9945,0.9799,0.9961,0.0000,0.9900,-0.0045,12
Binding,IPA-Protein-bind,0.2,0.6832,0.6690,0.7245,0.1383,0.6390,-0.0442,12
Binding,IPA-Protein-bind,0.1,0.8320,0.7858,0.8819,0.0400,0.8470,0.0150,12
Binding,IPA-Protein-bind,0.05,0.9319,0.9107,0.9390,0.0000,0.9240,-0.0079,12
Binding,IUPred3,0.2,0.7074,0.6290,0.8556,0.1655,0.7310,0.0236,12
Binding,IUPred3,0.1,0.9285,0.8981,0.9529,0.0548,0.8640,-0.0645,12
Binding,IUPred3,0.05,0.9950,0.9930,0.9963,0.0058,0.9620,-0.0330,12
Binding,IsUnstruct,0.2,0.7089,0.6454,0.7602,0.1526,0.7880,0.0791,12
Binding,IsUnstruct,0.1,0.8618,0.8263,0.8806,0.0430,0.8870,0.0252,12
Binding,IsUnstruct,0.05,0.9972,0.9866,0.9976,0.0000,0.9780,-0.0192,12
Binding,LINKER-Pred-Lite,0.2,0.6939,0.6483,0.7658,0.2013,0.6960,0.0021,12
Binding,LINKER-Pred-Lite,0.1,0.8893,0.8214,0.9309,0.0763,0.8930,0.0037,12
Binding,LINKER-Pred-Lite,0.05,0.9445,0.9265,0.9575,0.0484,0.9840,0.0395,12
Binding,LINKER-Pred,0.2,0.6656,0.6182,0.6816,0.1702,0.6650,-0.0006,12
Binding,LINKER-Pred,0.1,0.8028,0.7653,0.8627,0.0945,0.8240,0.0212,12
Binding,LINKER-Pred,0.05,0.9652,0.9356,0.9719,0.0478,0.9650,-0.0002,12
Binding,LINKER-Pred2,0.2,0.6667,0.5831,0.7099,0.1663,0.6640,-0.0027,12
Binding,LINKER-Pred2,0.1,0.8149,0.7825,0.8444,0.0787,0.8400,0.0251,12
Binding,LINKER-Pred2,0.05,0.9472,0.9323,0.9931,0.0425,0.9700,0.0228,12
Binding,LIPNet,0.2,0.6169,0.5835,0.6449,0.1661,0.6180,0.0011,12
Binding,LIPNet,0.1,0.7909,0.7669,0.8276,0.0600,0.8250,0.0341,12
Binding,LIPNet,0.05,0.9107,0.8821,0.9250,0.0085,0.9400,0.0293,12
Binding,LMDisorder,0.2,0.5931,0.5625,0.6420,0.1196,0.7160,0.1229,12
Binding,LMDisorder,0.1,0.7151,0.6682,0.7582,0.0482,0.9030,0.1879,12
Binding,LMDisorder,0.05,0.8793,0.8074,0.9078,0.0042,0.9780,0.0987,12
Binding,Metapredict-v1,0.2,0.7069,0.6094,0.7539,0.1305,0.7710,0.0641,12
Binding,Metapredict-v1,0.1,0.8557,0.8101,0.8815,0.0537,0.9040,0.0483,12
Binding,Metapredict-v1,0.05,0.9731,0.9689,0.9774,0.0021,0.9900,0.0169,12
Binding,Metapredict-v2,0.2,0.6188,0.5987,0.6519,0.1556,0.6890,0.0702,12
Binding,Metapredict-v2,0.1,0.7854,0.7673,0.8223,0.0537,0.8800,0.0946,12
Binding,Metapredict-v2,0.05,0.9069,0.8913,0.9497,0.0075,0.9710,0.0641,12
Binding,Metapredict-v3,0.2,0.5798,0.5382,0.6080,0.1640,0.6620,0.0822,12
Binding,Metapredict-v3,0.1,0.7301,0.6478,0.7765,0.0346,0.8990,0.1689,12
Binding,Metapredict-v3,0.05,0.8746,0.8167,0.8828,0.0000,0.9750,0.1004,12
Binding,MoRFchibi-light,0.2,0.6705,0.6358,0.7293,0.1931,0.6730,0.0025,12
Binding,MoRFchibi-light,0.1,0.8427,0.7975,0.8816,0.0586,0.8760,0.0333,12
Binding,MoRFchibi-light,0.05,0.9673,0.9505,0.9784,0.0024,0.9660,-0.0013,12
Binding,MoRFchibi-web,0.2,0.6845,0.6633,0.7214,0.1520,0.7150,0.0305,12
Binding,MoRFchibi-web,0.1,0.8512,0.8148,0.8819,0.0555,0.8740,0.0228,12
Binding,MoRFchibi-web,0.05,0.9789,0.9678,0.9818,0.0030,0.9640,-0.0149,12
Binding,MoRFchibi,0.2,0.7369,0.7012,0.7953,0.1623,0.7190,-0.0179,12
Binding,MoRFchibi,0.1,0.8884,0.8546,0.9260,0.0671,0.9020,0.0136,12
Binding,MoRFchibi,0.05,0.9903,0.9695,0.9917,0.0072,0.9810,-0.0093,12
Binding,MobiDB-lite,0.2,0.6779,0.6183,0.7276,0.1499,0.7430,0.0651,12
Binding,MobiDB-lite,0.1,0.8549,0.8159,0.9029,0.0630,0.8850,0.0301,12
Binding,MobiDB-lite,0.05,0.9525,0.8880,0.9634,0.0080,0.9780,0.0255,12
Binding,NeProc2-beta-binding,0.2,0.5763,0.5504,0.6340,0.2019,0.7620,0.1857,12
Binding,NeProc2-beta-binding,0.1,0.7622,0.6323,0.8128,0.0748,0.9130,0.1508,12
Binding,NeProc2-beta-binding,0.05,0.9706,0.9404,0.9734,0.0000,0.9880,0.0174,12
Binding,NeProc2-beta-disorder,0.2,0.5756,0.4750,0.6258,0.1964,0.7120,0.1364,12
Binding,NeProc2-beta-disorder,0.1,0.7642,0.6332,0.8141,0.0734,0.9070,0.1428,12
Binding,NeProc2-beta-disorder,0.05,0.9686,0.9384,0.9722,0.0000,0.9840,0.0154,12
Binding,OPAL,0.2,0.7063,0.6552,0.7924,0.1962,0.7450,0.0387,12
Binding,OPAL,0.1,0.8509,0.7730,0.8953,0.0590,0.8770,0.0261,12
Binding,OPAL,0.05,0.9288,0.8861,0.9347,0.0179,0.9630,0.0342,12
Binding,PUNCH2-Light,0.2,0.5675,0.4907,0.5824,0.1770,0.7310,0.1635,12
Binding,PUNCH2-Light,0.1,0.6645,0.6088,0.7106,0.0694,0.9080,0.2435,12
Binding,PUNCH2-Light,0.05,0.9207,0.8720,0.9274,0.0024,0.9790,0.0583,12
Binding,PUNCH2,0.2,0.5746,0.4937,0.5901,0.1715,0.7490,0.1744,12
Binding,PUNCH2,0.1,0.6806,0.6243,0.7269,0.0615,0.9140,0.2334,12
Binding,PUNCH2,0.05,0.9061,0.8686,0.9291,0.0042,0.9840,0.0779,12
Binding,PredIDR2-Prof-Art,0.2,0.6309,0.5764,0.6961,0.1307,0.6930,0.0621,12
Binding,PredIDR2-Prof-Art,0.1,0.7516,0.7028,0.7760,0.0740,0.9060,0.1544,12
Binding,PredIDR2-Prof-Art,0.05,0.8842,0.8384,0.9104,0.0248,0.9830,0.0988,12
Binding,PredIDR2-Prof-Rnd,0.2,0.6088,0.5395,0.6641,0.1629,0.6460,0.0372,12
Binding,PredIDR2-Prof-Rnd,0.1,0.7240,0.6919,0.7749,0.0749,0.9040,0.1800,12
Binding,PredIDR2-Prof-Rnd,0.05,0.8176,0.7957,0.9035,0.0367,0.9870,0.1694,12
Binding,PredIDR2-Seq-Art,0.2,0.6394,0.5773,0.6752,0.1538,0.7290,0.0896,12
Binding,PredIDR2-Seq-Art,0.1,0.7626,0.7301,0.8472,0.0632,0.9410,0.1784,12
Binding,PredIDR2-Seq-Art,0.05,0.9298,0.9215,0.9397,0.0074,0.9880,0.0582,12
Binding,PredIDR2-Seq-Rnd,0.2,0.6453,0.5762,0.7248,0.1421,0.7400,0.0947,12
Binding,PredIDR2-Seq-Rnd,0.1,0.8112,0.7230,0.8560,0.0722,0.9250,0.1138,12
Binding,PredIDR2-Seq-Rnd,0.05,0.9067,0.8800,0.9255,0.0270,0.9900,0.0833,12
Binding,ProBiPred-nucleic,0.2,0.7150,0.6872,0.7519,0.1688,0.7090,-0.0060,12
Binding,ProBiPred-nucleic,0.1,0.8867,0.8678,0.9257,0.0570,0.8840,-0.0027,12
Binding,ProBiPred-nucleic,0.05,0.9701,0.9632,0.9753,0.0131,0.9760,0.0059,12
Binding,ProBiPred-protein,0.2,0.8148,0.8004,0.8315,0.1861,0.7920,-0.0228,12
Binding,ProBiPred-protein,0.1,0.9053,0.8994,0.9175,0.0833,0.9100,0.0047,12
Binding,ProBiPred-protein,0.05,0.9817,0.9802,0.9875,0.0334,0.9840,0.0023,12
Binding,RONN,0.2,0.7676,0.7281,0.7831,0.1398,0.7840,0.0164,12
Binding,RONN,0.1,0.8851,0.8526,0.8952,0.0254,0.8950,0.0099,12
Binding,RONN,0.05,0.9902,0.9751,0.9925,0.0000,0.9580,-0.0322,12
Binding,SETH-0,0.2,0.5647,0.5296,0.6037,0.1625,0.7720,0.2073,12
Binding,SETH-0,0.1,0.6876,0.6630,0.7528,0.0607,0.9170,0.2294,12
Binding,SETH-0,0.05,0.9624,0.9421,0.9663,0.0016,0.9860,0.0236,12
Binding,SETH-1,0.2,0.5668,0.5388,0.5991,0.1989,0.6850,0.1182,12
Binding,SETH-1,0.1,0.7005,0.6710,0.7476,0.0626,0.9090,0.2085,12
Binding,SETH-1,0.05,0.9190,0.9069,0.9252,0.0039,0.9850,0.0660,12
Binding,SPOT-Disorder-Single,0.2,0.6464,0.5558,0.7261,0.1471,0.7960,0.1496,12
Binding,SPOT-Disorder-Single,0.1,0.8697,0.8423,0.9022,0.0430,0.9420,0.0723,12
Binding,SPOT-Disorder-Single,0.05,0.9601,0.9577,0.9636,0.0032,0.9870,0.0269,12
Binding,SPOT-Disorder,0.2,0.6139,0.5156,0.6729,0.1667,0.7010,0.0871,12
Binding,SPOT-Disorder,0.1,0.8506,0.8291,0.8661,0.0297,0.9070,0.0564,12
Binding,SPOT-Disorder,0.05,0.9420,0.9284,0.9489,0.0000,0.9800,0.0380,12
Binding,UdonPred-DisProt,0.2,0.6204,0.5709,0.6730,0.1781,0.6740,0.0536,12
Binding,UdonPred-DisProt,0.1,0.7827,0.7498,0.8464,0.0661,0.8840,0.1013,12
Binding,UdonPred-DisProt,0.05,0.9553,0.9172,0.9633,0.0223,0.9920,0.0367,12
Binding,UdonPred-TriZOD,0.2,0.5809,0.5394,0.6368,0.1712,0.6980,0.1171,12
Binding,UdonPred-TriZOD,0.1,0.7100,0.6822,0.7770,0.0679,0.8710,0.1610,12
Binding,UdonPred-TriZOD,0.05,0.8898,0.8623,0.9040,0.0136,0.9740,0.0842,12
Binding,UdonPred-combined,0.2,0.5618,0.4884,0.5832,0.2067,0.5870,0.0252,12
Binding,UdonPred-combined,0.1,0.7199,0.5994,0.7691,0.0573,0.8570,0.1371,12
Binding,UdonPred-combined,0.05,0.9072,0.8503,0.9333,0.0129,0.9750,0.0678,12
Binding,VSL2,0.2,0.6725,0.6012,0.7616,0.1568,0.7520,0.0795,12
Binding,VSL2,0.1,0.8190,0.7903,0.8774,0.0526,0.8630,0.0440,12
Binding,VSL2,0.05,0.9921,0.9796,0.9928,0.0000,0.9650,-0.0271,12
Binding,bindEmbed21IDR-idrGeneral,0.2,0.7862,0.7597,0.8455,0.2306,0.7960,0.0098,12
Binding,bindEmbed21IDR-idrGeneral,0.1,0.9432,0.9035,0.9590,0.0804,0.8990,-0.0442,12
Binding,bindEmbed21IDR-idrGeneral,0.05,0.9817,0.9763,0.9934,0.0132,0.9680,-0.0137,12
Binding,bindEmbed21IDR-idrNuc,0.2,0.8249,0.7631,0.8562,0.1646,0.8350,0.0101,12
Binding,bindEmbed21IDR-idrNuc,0.1,0.9045,0.8508,0.9221,0.0895,0.9420,0.0375,12
Binding,bindEmbed21IDR-idrNuc,0.05,0.9818,0.9458,0.9837,0.0050,0.9860,0.0042,12
Binding,bindEmbed21IDR-rawGeneral,0.2,0.7857,0.7626,0.8323,0.2293,0.8040,0.0183,12
Binding,bindEmbed21IDR-rawGeneral,0.1,0.9482,0.8953,0.9672,0.0799,0.9130,-0.0352,12
Binding,bindEmbed21IDR-rawGeneral,0.05,0.9970,0.9847,0.9980,0.0032,0.9780,-0.0190,12
Binding,bindEmbed21IDR-rawNuc,0.2,0.7862,0.7103,0.8009,0.1680,0.8500,0.0638,12
Binding,bindEmbed21IDR-rawNuc,0.1,0.8902,0.8516,0.9200,0.0595,0.9550,0.0648,12
Binding,bindEmbed21IDR-rawNuc,0.05,0.9482,0.9141,0.9704,0.0181,0.9860,0.0378,12
Binding,flDPlr,0.2,0.6217,0.5836,0.6468,0.1341,0.6100,-0.0117,12
Binding,flDPlr,0.1,0.8162,0.7508,0.8583,0.0619,0.8250,0.0088,12
Binding,flDPlr,0.05,0.9063,0.8855,0.9440,0.0285,0.9490,0.0427,12
Binding,flDPlr2,0.2,0.6730,0.6206,0.6972,0.1303,0.6240,-0.0490,12
Binding,flDPlr2,0.1,0.8076,0.7476,0.8899,0.0600,0.8310,0.0234,12
Binding,flDPlr2,0.05,0.9290,0.9158,0.9632,0.0313,0.9440,0.0150,12
Binding,flDPnn,0.2,0.6133,0.5862,0.6534,0.1553,0.6310,0.0177,12
Binding,flDPnn,0.1,0.8120,0.7847,0.8881,0.0655,0.8590,0.0470,12
Binding,flDPnn,0.05,0.9015,0.8893,0.9988,0.0432,0.9720,0.0705,12
Binding,flDPnn2,0.2,0.6228,0.5842,0.6386,0.1477,0.5930,-0.0298,12
Binding,flDPnn2,0.1,0.7988,0.7385,0.8644,0.0597,0.7640,-0.0348,12
Binding,flDPnn2,0.05,0.9269,0.9194,0.9836,0.0416,0.9380,0.0111,12
Binding,flDPnn3a,0.2,0.5567,0.5162,0.6062,0.1520,0.5570,0.0003,12
Binding,flDPnn3a,0.1,0.6851,0.6187,0.7912,0.0693,0.7630,0.0779,12
Binding,flDPnn3a,0.05,0.8822,0.8661,0.9019,0.0134,0.9310,0.0488,12
Binding,flDPnn3b,0.2,0.5753,0.5634,0.6055,0.1880,0.6450,0.0697,12
Binding,flDPnn3b,0.1,0.6967,0.6555,0.7881,0.0984,0.8640,0.1673,12
Binding,flDPnn3b,0.05,0.9886,0.9314,0.9931,0.0000,0.9860,-0.0026,12
Binding,pyHCA,0.2,0.7122,0.6716,0.7707,0.1358,0.7880,0.0758,12
Binding,pyHCA,0.1,0.8528,0.7730,0.8880,0.0441,0.9370,0.0842,12
Binding,pyHCA,0.05,0.9840,0.9061,0.9941,0.0000,0.9900,0.0060,12
Binding,rawMSA-disorder,0.2,0.6124,0.5791,0.6357,0.1576,0.5760,-0.0364,12
Binding,rawMSA-disorder,0.1,0.8331,0.7951,0.8537,0.0345,0.8250,-0.0081,12
Binding,rawMSA-disorder,0.05,0.9063,0.8850,0.9178,0.0000,0.9500,0.0437,12
Binding,rawMSA,0.2,0.6227,0.5606,0.6547,0.1472,0.7180,0.0953,12
Binding,rawMSA,0.1,0.7487,0.7218,0.7906,0.0247,0.8780,0.1293,12
Binding,rawMSA,0.05,0.9779,0.9273,0.9819,0.0000,0.9640,-0.0139,12
Binding,s2D-2,0.2,0.7460,0.7175,0.7781,0.1720,0.7510,0.0050,12
Binding,s2D-2,0.1,0.8504,0.8320,0.8812,0.0712,0.8920,0.0416,12
Binding,s2D-2,0.05,0.9465,0.9192,0.9527,0.0082,0.9820,0.0355,12
Binding,DisorderNet-windowed,0.2,0.4935,0.4568,0.5039,0.1808,0.5330,0.0395,12
Binding,DisorderNet-windowed,0.1,0.6104,0.5610,0.7290,0.1028,0.7340,0.1236,12
Binding,DisorderNet-windowed,0.05,0.7865,0.7187,0.8357,0.0267,0.9560,0.1695,12
Binding,DisorderNet-pbias,0.2,0.5377,0.5001,0.6020,0.1898,0.5230,-0.0147,12
Binding,DisorderNet-pbias,0.1,0.7393,0.6387,0.8182,0.0632,0.7740,0.0347,12
Binding,DisorderNet-pbias,0.05,0.9079,0.8779,0.9562,0.0400,0.9470,0.0391,12
Binding-IDR,AIUPred-2-binding,0.2,0.7381,0.6863,0.8194,0.2026,0.6730,-0.0651,12
Binding-IDR,AIUPred-2-binding,0.1,0.9361,0.8976,0.9861,0.0571,0.8700,-0.0661,12
Binding-IDR,AIUPred-2-binding,0.05,1.0000,0.9636,1.0000,0.0000,0.9840,-0.0160,12
Binding-IDR,AIUPred-2-disorder,0.2,0.8461,0.7826,0.8829,0.1989,0.8930,0.0469,12
Binding-IDR,AIUPred-2-disorder,0.1,0.9581,0.9072,0.9760,0.0607,0.9640,0.0059,12
Binding-IDR,AIUPred-2-disorder,0.05,1.0000,0.9701,1.0000,0.0000,0.9940,-0.0060,12
Binding-IDR,AIUPred,0.2,0.8545,0.8303,0.8950,0.1586,0.8560,0.0015,12
Binding-IDR,AIUPred,0.1,0.9356,0.9069,0.9990,0.0659,0.9310,-0.0046,12
Binding-IDR,AIUPred,0.05,1.0000,0.9796,1.0000,0.0000,0.9860,-0.0140,12
Binding-IDR,ANCHOR2,0.2,0.8339,0.8004,0.8887,0.1687,0.8510,0.0171,12
Binding-IDR,ANCHOR2,0.1,0.9831,0.9547,0.9995,0.0381,0.9450,-0.0381,12
Binding-IDR,ANCHOR2,0.05,1.0000,0.9840,1.0000,0.0000,0.9900,-0.0100,12
Binding-IDR,APOD,0.2,0.8655,0.8194,0.9027,0.1477,0.8670,0.0015,12
Binding-IDR,APOD,0.1,0.9421,0.9001,0.9597,0.0688,0.9490,0.0069,12
Binding-IDR,APOD,0.05,0.9786,0.9623,0.9853,0.0047,0.9880,0.0094,12
Binding-IDR,AUCpred-no-profile,0.2,0.8387,0.8208,0.8823,0.1637,0.8840,0.0453,12
Binding-IDR,AUCpred-no-profile,0.1,0.9699,0.9500,0.9871,0.0661,0.9520,-0.0179,12
Binding-IDR,AUCpred-no-profile,0.05,1.0000,0.9870,1.0000,0.0000,0.9920,-0.0080,12
Binding-IDR,AUCpred-profile,0.2,0.8738,0.7656,0.9200,0.1479,0.8820,0.0082,12
Binding-IDR,AUCpred-profile,0.1,0.9557,0.9409,0.9797,0.0751,0.9610,0.0053,12
Binding-IDR,AUCpred-profile,0.05,0.9910,0.9736,0.9977,0.0000,0.9920,0.0010,12
Binding-IDR,AlphaFold-binding,0.2,0.8307,0.8032,0.8740,0.2062,0.8200,-0.0107,12
Binding-IDR,AlphaFold-binding,0.1,0.9251,0.8736,0.9646,0.0719,0.9310,0.0059,12
Binding-IDR,AlphaFold-binding,0.05,0.9885,0.9754,0.9941,0.0032,0.9860,-0.0025,12
Binding-IDR,AlphaFold-pLDDT,0.2,0.8926,0.8566,0.9109,0.1437,0.8920,-0.0006,12
Binding-IDR,AlphaFold-pLDDT,0.1,0.9484,0.9367,0.9718,0.0550,0.9560,0.0076,12
Binding-IDR,AlphaFold-pLDDT,0.05,0.9903,0.9867,0.9943,0.0111,0.9920,0.0017,12
Binding-IDR,AlphaFold-rsa,0.2,0.8305,0.8032,0.8743,0.2062,0.8760,0.0455,12
Binding-IDR,AlphaFold-rsa,0.1,0.9251,0.8736,0.9646,0.0719,0.9520,0.0269,12
Binding-IDR,AlphaFold-rsa,0.05,0.9885,0.9754,0.9941,0.0032,0.9940,0.0055,12
Binding-IDR,AlphaFold3-binding,0.2,0.7931,0.7651,0.8732,0.2354,0.7820,-0.0111,12
Binding-IDR,AlphaFold3-binding,0.1,0.9175,0.8777,0.9342,0.0781,0.9020,-0.0155,12
Binding-IDR,AlphaFold3-binding,0.05,0.9907,0.9721,0.9939,0.0016,0.9860,-0.0047,12
Binding-IDR,AlphaFold3-pLDDT,0.2,0.8541,0.8274,0.8655,0.1582,0.8790,0.0249,12
Binding-IDR,AlphaFold3-pLDDT,0.1,0.9492,0.9360,0.9652,0.0482,0.9560,0.0068,12
Binding-IDR,AlphaFold3-pLDDT,0.05,0.9891,0.9796,0.9936,0.0166,0.9890,-0.0001,12
Binding-IDR,AlphaFold3-rsa,0.2,0.8018,0.7799,0.8730,0.2369,0.8740,0.0722,12
Binding-IDR,AlphaFold3-rsa,0.1,0.9179,0.8777,0.9339,0.0781,0.9470,0.0291,12
Binding-IDR,AlphaFold3-rsa,0.05,0.9907,0.9721,0.9939,0.0016,0.9920,0.0013,12
Binding-IDR,CLIP,0.2,0.7658,0.7461,0.7954,0.2022,0.8110,0.0452,12
Binding-IDR,CLIP,0.1,0.8963,0.8793,0.9327,0.0701,0.9220,0.0257,12
Binding-IDR,CLIP,0.05,0.9761,0.9688,0.9792,0.0100,0.9860,0.0099,12
Binding-IDR,DARUMA-beta,0.2,0.8617,0.8217,0.8883,0.1844,0.8780,0.0163,12
Binding-IDR,DARUMA-beta,0.1,0.9640,0.9260,0.9772,0.0361,0.9480,-0.0160,12
Binding-IDR,DARUMA-beta,0.05,1.0000,0.9762,1.0000,0.0000,0.9900,-0.0100,12
Binding-IDR,DFLpred,0.2,0.8695,0.8425,0.8878,0.1627,0.8810,0.0115,12
Binding-IDR,DFLpred,0.1,0.9571,0.9457,0.9689,0.0565,0.9530,-0.0041,12
Binding-IDR,DFLpred,0.05,0.9889,0.9871,0.9940,0.0041,0.9880,-0.0009,12
Binding-IDR,DISOPRED3-bind,0.2,0.8540,0.7574,0.9017,0.1695,0.8140,-0.0400,12
Binding-IDR,DISOPRED3-bind,0.1,0.9145,0.8803,0.9812,0.0919,0.9120,-0.0025,12
Binding-IDR,DISOPRED3-bind,0.05,0.9892,0.9729,1.0000,0.0000,0.9860,-0.0032,12
Binding-IDR,DISOPRED3-diso,0.2,0.8903,0.8713,0.9278,0.1360,0.8760,-0.0143,12
Binding-IDR,DISOPRED3-diso,0.1,0.9834,0.9669,0.9904,0.0282,0.9600,-0.0234,12
Binding-IDR,DISOPRED3-diso,0.05,1.0000,0.9908,1.0000,0.0000,0.9940,-0.0060,12
Binding-IDR,DRPBind-DNA,0.2,0.8800,0.8380,0.9068,0.1095,0.8700,-0.0100,12
Binding-IDR,DRPBind-DNA,0.1,0.9392,0.9052,0.9554,0.0653,0.9530,0.0138,12
Binding-IDR,DRPBind-DNA,0.05,0.9849,0.9808,0.9932,0.0031,0.9900,0.0051,12
Binding-IDR,DRPBind-RNA,0.2,0.8486,0.8015,0.8916,0.1552,0.8210,-0.0276,12
Binding-IDR,DRPBind-RNA,0.1,0.9744,0.9612,0.9921,0.0403,0.9350,-0.0394,12
Binding-IDR,DRPBind-RNA,0.05,0.9977,0.9798,1.0000,0.0000,0.9900,-0.0077,12
Binding-IDR,DRPBind-protein,0.2,0.8467,0.8185,0.8777,0.1314,0.8620,0.0153,12
Binding-IDR,DRPBind-protein,0.1,0.9797,0.9411,0.9900,0.0235,0.9450,-0.0347,12
Binding-IDR,DRPBind-protein,0.05,1.0000,0.9917,1.0000,0.0000,0.9910,-0.0090,12
Binding-IDR,DeepDISObind-all,0.2,0.8015,0.6814,0.8246,0.2116,0.8270,0.0255,12
Binding-IDR,DeepDISObind-all,0.1,0.9299,0.9096,0.9633,0.0846,0.9300,0.0001,12
Binding-IDR,DeepDISObind-all,0.05,0.9837,0.9663,1.0000,0.0000,0.9900,0.0063,12
Binding-IDR,DeepDISObind-nucleic,0.2,0.7679,0.7155,0.8017,0.2420,0.7820,0.0141,12
Binding-IDR,DeepDISObind-nucleic,0.1,0.9183,0.8747,0.9551,0.0983,0.9220,0.0037,12
Binding-IDR,DeepDISObind-nucleic,0.05,0.9827,0.9625,0.9980,0.0016,0.9900,0.0073,12
Binding-IDR,DeepDISObind-protein,0.2,0.8120,0.6982,0.8476,0.2143,0.8320,0.0200,12
